2.6518284	-0.0247023	0.1853359	0.0027855	0.7684217	-415.5103921	-0.0247023	0.0217902	0.0124224	0.0563611	0.0562953	0.1126564	0.0000658
2.7018610	-0.0293055	0.1073442	0.0029170	-0.0180707	-415.5103921	-0.0293055	0.0219874	0.0109382	0.0562767	0.0563256	0.1126023	-0.0000488
2.7518936	-0.0074074	0.0284977	0.0036403	-0.2847942	-415.5103921	-0.0074074	0.0221190	0.0108178	0.0562004	0.0561599	0.1123603	0.0000405
2.8019262	-0.0139834	-0.0563330	0.0026539	0.6521576	-415.5103921	-0.0139834	0.0222505	0.0119009	0.0563747	0.0562932	0.1126679	0.0000815
2.8519588	-0.0291740	-0.1249209	0.0035088	-1.0028960	-415.5103921	-0.0291740	0.0216586	0.0101760	0.0564124	0.0561225	0.1125349	0.0002899
2.9019913	-0.0254257	-0.1873931	0.0035746	-0.0591051	-415.5103921	-0.0254257	0.0218559	0.0101560	0.0565321	0.0565292	0.1130614	0.0000029
2.9520494	-0.0235844	-0.2341486	0.0028512	0.0298027	-415.5103921	-0.0235844	0.0215271	0.0118207	0.0564471	0.0561057	0.1125528	0.0003413
3.0020819	-0.0250311	-0.2626886	0.0037061	-0.4489318	-415.5103921	-0.0250311	0.0219874	0.0104367	0.0561971	0.0559665	0.1121635	0.0002306
3.0521145	-0.0197045	-0.3051697	0.0031143	0.3717559	-415.5103921	-0.0197045	0.0221190	0.0103565	0.0566275	0.0562924	0.1129199	0.0003351
3.1021471	-0.0250311	-0.3541610	0.0027197	0.3580778	-415.5103921	-0.0250311	0.0214614	0.0113995	0.0568554	0.0564181	0.1132735	0.0004373
3.1521797	-0.0227295	-0.4026263	0.0033115	0.1871012	-415.5103921	-0.0227295	0.0219217	0.0097348	0.0575590	0.0571577	0.1147168	0.0004013
3.2022123	-0.0199676	-0.4628626	0.0027855	1.0009499	-415.5103921	-0.0199676	0.0221190	0.0119009	0.0564608	0.0561026	0.1125633	0.0003582
3.2522448	-0.0172714	-0.5133664	0.0029827	0.0571590	-415.5103921	-0.0172714	0.0219874	0.0121817	0.0561829	0.0557563	0.1119392	0.0004266
3.3022774	-0.0194415	-0.5646594	0.0031800	-0.7156553	-415.5103921	-0.0194415	0.0216586	0.0099153	0.0565530	0.0559406	0.1124936	0.0006124
3.3523100	-0.0192442	-0.6143741	0.0029170	1.4318109	-415.5103921	-0.0192442	0.0221847	0.0120814	0.0567902	0.0561110	0.1129012	0.0006793
3.4023426	-0.0275958	-0.6257506	0.0029170	0.9530764	-415.5103921	-0.0275958	0.0221847	0.0114797	0.0568918	0.0560516	0.1129434	0.0008402
3.4523752	-0.0260833	-0.6250272	0.0031800	-0.1616911	-415.5103921	-0.0260833	0.0218559	0.0113794	0.0568236	0.0563555	0.1131791	0.0004681
3.5024077	-0.0208225	-0.5818228	0.0029170	0.0571590	-415.5103921	-0.0208225	0.0219874	0.0105771	0.0567527	0.0561182	0.1128710	0.0006345
3.5524403	-0.0151671	-0.5156680	0.0029170	0.0366418	-415.5103921	-0.0151671	0.0215929	0.0115198	0.0566393	0.0560540	0.1126933	0.0005853
3.6024983	-0.0212170	-0.4341912	0.0035746	-0.0659442	-415.5103921	-0.0212170	0.0217902	0.0114998	0.0567077	0.0562612	0.1129689	0.0004464
